regime	window_kb	epoch_progress	epoch	batch	batches_in_epoch	train_loss	source
chrxtrain	5	0.3149937001259975	1	3000.0	9524.0	0.05896	running_log
chrxtrain	5	0.36749265014699706	1	3500.0	9524.0	0.05267	running_log
chrxtrain	5	0.41999160016799664	1	4000.0	9524.0	0.04802	running_log
chrxtrain	5	0.4724905501889962	1	4500.0	9524.0	0.04428	running_log
chrxtrain	5	0.5249895002099958	1	5000.0	9524.0	0.04127	running_log
chrxtrain	5	0.5774884502309954	1	5500.0	9524.0	0.0388	running_log
chrxtrain	5	0.629987400251995	1	6000.0	9524.0	0.03675	running_log
chrxtrain	5	0.6824863502729945	1	6500.0	9524.0	0.035	running_log
chrxtrain	5	0.7349853002939941	1	7000.0	9524.0	0.03347	running_log
chrxtrain	5	0.7874842503149937	1	7500.0	9524.0	0.03211	running_log
chrxtrain	5	0.8399832003359933	1	8000.0	9524.0	0.03093	running_log
chrxtrain	5	0.8924821503569929	1	8500.0	9524.0	0.02989	running_log
chrxtrain	5	0.9449811003779924	1	9000.0	9524.0	0.02893	running_log
chrxtrain	5	0.997480050398992	1	9500.0	9524.0	0.02809	running_log
chrxtrain	5	1.0	1			0.02804900105512105	epoch_mean
chrxtrain	5	1.0524989500209996	2	500.0	9524.0	0.0118	running_log
chrxtrain	5	1.1049979000419992	2	1000.0	9524.0	0.01221	running_log
chrxtrain	5	1.1574968500629987	2	1500.0	9524.0	0.01215	running_log
chrxtrain	5	1.2099958000839983	2	2000.0	9524.0	0.01207	running_log
chrxtrain	5	1.262494750104998	2	2500.0	9524.0	0.01207	running_log
chrxtrain	5	1.3149937001259975	2	3000.0	9524.0	0.01197	running_log
chrxtrain	5	1.367492650146997	2	3500.0	9524.0	0.01194	running_log
chrxtrain	5	1.4199916001679966	2	4000.0	9524.0	0.01192	running_log
chrxtrain	5	1.4724905501889962	2	4500.0	9524.0	0.01183	running_log
chrxtrain	5	1.5249895002099958	2	5000.0	9524.0	0.01183	running_log
chrxtrain	5	1.5774884502309954	2	5500.0	9524.0	0.01181	running_log
chrxtrain	5	1.629987400251995	2	6000.0	9524.0	0.01173	running_log
chrxtrain	5	1.6824863502729945	2	6500.0	9524.0	0.01171	running_log
chrxtrain	5	1.7349853002939941	2	7000.0	9524.0	0.01172	running_log
chrxtrain	5	1.7874842503149937	2	7500.0	9524.0	0.01169	running_log
chrxtrain	5	1.8399832003359933	2	8000.0	9524.0	0.01165	running_log
chrxtrain	5	1.8924821503569929	2	8500.0	9524.0	0.01164	running_log
